170209 123053.161|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\PacketB_Magnolia Student Info and PC Squared\pc2-9.2.5\bin\profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\logs directory.
170209 123656.298|INFO|Thread-28|info|handlePacket start Packet[UPDATE_SETTING] #12 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123656.298|INFO|Thread-28|dumpPacket|Packet UPDATE_SETTING (Seq #12 ) handlePacket
170209 123656.298|INFO|Thread-28|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123656.298|INFO|Thread-28|dumpPacket|    To: SERVER0 @ site 1
170209 123656.298|INFO|Thread-28|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account TWHS
170209 123656.314|DEBUG|Thread-28|logDebugMessage|Account Event CHANGED TEAM11 @ site 1
170209 123656.314|INFO|Thread-28|info|sendToClient b4 to TEAM11 @ site 1 Packet[UPDATE_SETTING] #23 SERVER0 @ site 1 -> TEAM11 @ site 1
170209 123656.361|WARNING|Thread-28|logWarning|Unable to send packet to TEAM11 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.13.packet
170209 123656.361|INFO|Thread-28|info|sendToClient af to TEAM11 @ site 1 Packet[UPDATE_SETTING] #23 SERVER0 @ site 1 -> TEAM11 @ site 1
170209 123656.439|INFO|Thread-28|info|sendToClient (send) TEAM11 @ site 1 Packet[UPDATE_SETTING] #23 SERVER0 @ site 1 -> TEAM11 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123656.455|INFO|Thread-28|info|handlePacket end Packet[UPDATE_SETTING] #12 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123656.455|INFO|Thread-28|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123723.186|INFO|Thread-30|info|receiveObject start got Packet[UPDATE_SETTING] #13 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123723.201|INFO|Thread-30|info|receiveObject Packet[UPDATE_SETTING] #13 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123723.201|INFO|Thread-30|dumpPacket|Packet UPDATE_SETTING (Seq #13 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123723.201|INFO|Thread-30|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123723.217|INFO|Thread-30|dumpPacket|    To: SERVER0 @ site 1
170209 123723.217|INFO|Thread-30|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account CyWoods
170209 123723.217|INFO|Thread-30|info|handlePacket start Packet[UPDATE_SETTING] #13 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123723.217|INFO|Thread-30|dumpPacket|Packet UPDATE_SETTING (Seq #13 ) handlePacket
170209 123723.217|INFO|Thread-30|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123723.217|INFO|Thread-30|dumpPacket|    To: SERVER0 @ site 1
170209 123723.233|INFO|Thread-30|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account CyWoods
170209 123723.233|DEBUG|Thread-30|logDebugMessage|Account Event CHANGED TEAM12 @ site 1
170209 123723.233|INFO|Thread-30|info|sendToClient b4 to TEAM12 @ site 1 Packet[UPDATE_SETTING] #25 SERVER0 @ site 1 -> TEAM12 @ site 1
170209 123723.373|WARNING|Thread-30|logWarning|Unable to send packet to TEAM12 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.14.packet
170209 123723.389|INFO|Thread-30|info|sendToClient af to TEAM12 @ site 1 Packet[UPDATE_SETTING] #25 SERVER0 @ site 1 -> TEAM12 @ site 1
170209 123723.451|INFO|Thread-30|info|sendToClient (send) TEAM12 @ site 1 Packet[UPDATE_SETTING] #25 SERVER0 @ site 1 -> TEAM12 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123723.467|INFO|Thread-30|info|handlePacket end Packet[UPDATE_SETTING] #13 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123723.467|INFO|Thread-30|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123743.820|INFO|Thread-32|info|receiveObject start got Packet[UPDATE_SETTING] #14 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123743.820|INFO|Thread-32|info|receiveObject Packet[UPDATE_SETTING] #14 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123743.820|INFO|Thread-32|dumpPacket|Packet UPDATE_SETTING (Seq #14 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123743.820|INFO|Thread-32|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123743.820|INFO|Thread-32|dumpPacket|    To: SERVER0 @ site 1
170209 123743.820|INFO|Thread-32|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Conroe
170209 123743.820|INFO|Thread-32|info|handlePacket start Packet[UPDATE_SETTING] #14 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123743.820|INFO|Thread-32|dumpPacket|Packet UPDATE_SETTING (Seq #14 ) handlePacket
170209 123743.836|INFO|Thread-32|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123743.836|INFO|Thread-32|dumpPacket|    To: SERVER0 @ site 1
170209 123743.836|INFO|Thread-32|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Conroe
170209 123743.836|DEBUG|Thread-32|logDebugMessage|Account Event CHANGED TEAM13 @ site 1
170209 123743.836|INFO|Thread-32|info|sendToClient b4 to TEAM13 @ site 1 Packet[UPDATE_SETTING] #27 SERVER0 @ site 1 -> TEAM13 @ site 1
170209 123743.867|WARNING|Thread-32|logWarning|Unable to send packet to TEAM13 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.15.packet
170209 123743.867|INFO|Thread-32|info|sendToClient af to TEAM13 @ site 1 Packet[UPDATE_SETTING] #27 SERVER0 @ site 1 -> TEAM13 @ site 1
170209 123743.945|INFO|Thread-32|info|sendToClient (send) TEAM13 @ site 1 Packet[UPDATE_SETTING] #27 SERVER0 @ site 1 -> TEAM13 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123743.945|INFO|Thread-32|info|handlePacket end Packet[UPDATE_SETTING] #14 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123743.945|INFO|Thread-32|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123813.250|INFO|Thread-34|info|receiveObject start got Packet[UPDATE_SETTING] #15 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123813.250|INFO|Thread-34|info|receiveObject Packet[UPDATE_SETTING] #15 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123813.250|INFO|Thread-34|dumpPacket|Packet UPDATE_SETTING (Seq #15 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123813.250|INFO|Thread-34|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123813.250|INFO|Thread-34|dumpPacket|    To: SERVER0 @ site 1
170209 123813.266|INFO|Thread-34|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Woodlands
170209 123813.266|INFO|Thread-34|info|handlePacket start Packet[UPDATE_SETTING] #15 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123813.266|INFO|Thread-34|dumpPacket|Packet UPDATE_SETTING (Seq #15 ) handlePacket
170209 123813.266|INFO|Thread-34|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123813.266|INFO|Thread-34|dumpPacket|    To: SERVER0 @ site 1
170209 123813.266|INFO|Thread-34|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Woodlands
170209 123813.266|DEBUG|Thread-34|logDebugMessage|Account Event CHANGED TEAM14 @ site 1
170209 123813.266|INFO|Thread-34|info|sendToClient b4 to TEAM14 @ site 1 Packet[UPDATE_SETTING] #29 SERVER0 @ site 1 -> TEAM14 @ site 1
170209 123813.297|WARNING|Thread-34|logWarning|Unable to send packet to TEAM14 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.16.packet
170209 123813.297|INFO|Thread-34|info|sendToClient af to TEAM14 @ site 1 Packet[UPDATE_SETTING] #29 SERVER0 @ site 1 -> TEAM14 @ site 1
170209 123813.359|INFO|Thread-34|info|sendToClient (send) TEAM14 @ site 1 Packet[UPDATE_SETTING] #29 SERVER0 @ site 1 -> TEAM14 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123813.375|INFO|Thread-34|info|handlePacket end Packet[UPDATE_SETTING] #15 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123813.375|INFO|Thread-34|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123830.541|INFO|Thread-36|info|receiveObject start got Packet[UPDATE_SETTING] #16 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123830.541|INFO|Thread-36|info|receiveObject Packet[UPDATE_SETTING] #16 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123830.541|INFO|Thread-36|dumpPacket|Packet UPDATE_SETTING (Seq #16 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123830.541|INFO|Thread-36|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123830.541|INFO|Thread-36|dumpPacket|    To: SERVER0 @ site 1
170209 123830.541|INFO|Thread-36|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account College Station
170209 123830.541|INFO|Thread-36|info|handlePacket start Packet[UPDATE_SETTING] #16 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123830.557|INFO|Thread-36|dumpPacket|Packet UPDATE_SETTING (Seq #16 ) handlePacket
170209 123830.557|INFO|Thread-36|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123830.557|INFO|Thread-36|dumpPacket|    To: SERVER0 @ site 1
170209 123830.557|INFO|Thread-36|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account College Station
170209 123830.557|DEBUG|Thread-36|logDebugMessage|Account Event CHANGED TEAM15 @ site 1
170209 123830.557|INFO|Thread-36|info|sendToClient b4 to TEAM15 @ site 1 Packet[UPDATE_SETTING] #31 SERVER0 @ site 1 -> TEAM15 @ site 1
170209 123830.666|WARNING|Thread-36|logWarning|Unable to send packet to TEAM15 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.17.packet
170209 123830.666|INFO|Thread-36|info|sendToClient af to TEAM15 @ site 1 Packet[UPDATE_SETTING] #31 SERVER0 @ site 1 -> TEAM15 @ site 1
170209 123830.728|INFO|Thread-36|info|sendToClient (send) TEAM15 @ site 1 Packet[UPDATE_SETTING] #31 SERVER0 @ site 1 -> TEAM15 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123830.728|INFO|Thread-36|info|handlePacket end Packet[UPDATE_SETTING] #16 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123830.744|INFO|Thread-36|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123849.652|INFO|Thread-38|info|receiveObject start got Packet[UPDATE_SETTING] #17 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123849.652|INFO|Thread-38|info|receiveObject Packet[UPDATE_SETTING] #17 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123849.652|INFO|Thread-38|dumpPacket|Packet UPDATE_SETTING (Seq #17 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123849.652|INFO|Thread-38|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123849.652|INFO|Thread-38|dumpPacket|    To: SERVER0 @ site 1
170209 123849.652|INFO|Thread-38|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Needville
170209 123849.652|INFO|Thread-38|info|handlePacket start Packet[UPDATE_SETTING] #17 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123849.652|INFO|Thread-38|dumpPacket|Packet UPDATE_SETTING (Seq #17 ) handlePacket
170209 123849.652|INFO|Thread-38|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123849.652|INFO|Thread-38|dumpPacket|    To: SERVER0 @ site 1
170209 123849.652|INFO|Thread-38|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Needville
170209 123849.652|DEBUG|Thread-38|logDebugMessage|Account Event CHANGED TEAM16 @ site 1
170209 123849.652|INFO|Thread-38|info|sendToClient b4 to TEAM16 @ site 1 Packet[UPDATE_SETTING] #33 SERVER0 @ site 1 -> TEAM16 @ site 1
170209 123849.683|WARNING|Thread-38|logWarning|Unable to send packet to TEAM16 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.18.packet
170209 123849.683|INFO|Thread-38|info|sendToClient af to TEAM16 @ site 1 Packet[UPDATE_SETTING] #33 SERVER0 @ site 1 -> TEAM16 @ site 1
170209 123849.761|INFO|Thread-38|info|sendToClient (send) TEAM16 @ site 1 Packet[UPDATE_SETTING] #33 SERVER0 @ site 1 -> TEAM16 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123849.761|INFO|Thread-38|info|handlePacket end Packet[UPDATE_SETTING] #17 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123849.777|INFO|Thread-38|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123904.093|INFO|Thread-40|info|receiveObject start got Packet[UPDATE_SETTING] #18 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123904.093|INFO|Thread-40|info|receiveObject Packet[UPDATE_SETTING] #18 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123904.108|INFO|Thread-40|dumpPacket|Packet UPDATE_SETTING (Seq #18 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123904.108|INFO|Thread-40|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123904.108|INFO|Thread-40|dumpPacket|    To: SERVER0 @ site 1
170209 123904.108|INFO|Thread-40|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Magnolia
170209 123904.108|INFO|Thread-40|info|handlePacket start Packet[UPDATE_SETTING] #18 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123904.108|INFO|Thread-40|dumpPacket|Packet UPDATE_SETTING (Seq #18 ) handlePacket
170209 123904.124|INFO|Thread-40|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123904.124|INFO|Thread-40|dumpPacket|    To: SERVER0 @ site 1
170209 123904.124|INFO|Thread-40|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Magnolia
170209 123904.124|DEBUG|Thread-40|logDebugMessage|Account Event CHANGED TEAM17 @ site 1
170209 123904.124|INFO|Thread-40|info|sendToClient b4 to TEAM17 @ site 1 Packet[UPDATE_SETTING] #35 SERVER0 @ site 1 -> TEAM17 @ site 1
170209 123904.171|WARNING|Thread-40|logWarning|Unable to send packet to TEAM17 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.19.packet
170209 123904.171|INFO|Thread-40|info|sendToClient af to TEAM17 @ site 1 Packet[UPDATE_SETTING] #35 SERVER0 @ site 1 -> TEAM17 @ site 1
170209 123904.265|INFO|Thread-40|info|sendToClient (send) TEAM17 @ site 1 Packet[UPDATE_SETTING] #35 SERVER0 @ site 1 -> TEAM17 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123904.265|INFO|Thread-40|info|handlePacket end Packet[UPDATE_SETTING] #18 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123904.265|INFO|Thread-40|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123917.337|INFO|Thread-42|info|receiveObject start got Packet[UPDATE_SETTING] #19 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123917.337|INFO|Thread-42|info|receiveObject Packet[UPDATE_SETTING] #19 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123917.337|INFO|Thread-42|dumpPacket|Packet UPDATE_SETTING (Seq #19 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123917.337|INFO|Thread-42|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123917.337|INFO|Thread-42|dumpPacket|    To: SERVER0 @ site 1
170209 123917.337|INFO|Thread-42|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Conroe
170209 123917.337|INFO|Thread-42|info|handlePacket start Packet[UPDATE_SETTING] #19 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123917.353|INFO|Thread-42|dumpPacket|Packet UPDATE_SETTING (Seq #19 ) handlePacket
170209 123917.353|INFO|Thread-42|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123917.353|INFO|Thread-42|dumpPacket|    To: SERVER0 @ site 1
170209 123917.353|INFO|Thread-42|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Conroe
170209 123917.353|DEBUG|Thread-42|logDebugMessage|Account Event CHANGED TEAM18 @ site 1
170209 123917.353|INFO|Thread-42|info|sendToClient b4 to TEAM18 @ site 1 Packet[UPDATE_SETTING] #37 SERVER0 @ site 1 -> TEAM18 @ site 1
170209 123917.415|WARNING|Thread-42|logWarning|Unable to send packet to TEAM18 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.20.packet
170209 123917.431|INFO|Thread-42|info|sendToClient af to TEAM18 @ site 1 Packet[UPDATE_SETTING] #37 SERVER0 @ site 1 -> TEAM18 @ site 1
170209 123917.493|INFO|Thread-42|info|sendToClient (send) TEAM18 @ site 1 Packet[UPDATE_SETTING] #37 SERVER0 @ site 1 -> TEAM18 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123917.509|INFO|Thread-42|info|handlePacket end Packet[UPDATE_SETTING] #19 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123917.509|INFO|Thread-42|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123934.285|INFO|Thread-44|info|receiveObject start got Packet[UPDATE_SETTING] #20 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123934.285|INFO|Thread-44|info|receiveObject Packet[UPDATE_SETTING] #20 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123934.301|INFO|Thread-44|dumpPacket|Packet UPDATE_SETTING (Seq #20 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123934.301|INFO|Thread-44|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123934.301|INFO|Thread-44|dumpPacket|    To: SERVER0 @ site 1
170209 123934.301|INFO|Thread-44|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Klein Oak
170209 123934.301|INFO|Thread-44|info|handlePacket start Packet[UPDATE_SETTING] #20 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123934.301|INFO|Thread-44|dumpPacket|Packet UPDATE_SETTING (Seq #20 ) handlePacket
170209 123934.301|INFO|Thread-44|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123934.301|INFO|Thread-44|dumpPacket|    To: SERVER0 @ site 1
170209 123934.301|INFO|Thread-44|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Klein Oak
170209 123934.301|DEBUG|Thread-44|logDebugMessage|Account Event CHANGED TEAM19 @ site 1
170209 123934.301|INFO|Thread-44|info|sendToClient b4 to TEAM19 @ site 1 Packet[UPDATE_SETTING] #39 SERVER0 @ site 1 -> TEAM19 @ site 1
170209 123934.348|WARNING|Thread-44|logWarning|Unable to send packet to TEAM19 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.21.packet
170209 123934.348|INFO|Thread-44|info|sendToClient af to TEAM19 @ site 1 Packet[UPDATE_SETTING] #39 SERVER0 @ site 1 -> TEAM19 @ site 1
170209 123934.410|INFO|Thread-44|info|sendToClient (send) TEAM19 @ site 1 Packet[UPDATE_SETTING] #39 SERVER0 @ site 1 -> TEAM19 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123934.442|INFO|Thread-44|info|handlePacket end Packet[UPDATE_SETTING] #20 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123934.442|INFO|Thread-44|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 123949.148|INFO|Thread-46|info|receiveObject start got Packet[UPDATE_SETTING] #21 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123949.148|INFO|Thread-46|info|receiveObject Packet[UPDATE_SETTING] #21 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123949.148|INFO|Thread-46|dumpPacket|Packet UPDATE_SETTING (Seq #21 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 123949.148|INFO|Thread-46|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123949.148|INFO|Thread-46|dumpPacket|    To: SERVER0 @ site 1
170209 123949.148|INFO|Thread-46|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Porter
170209 123949.148|INFO|Thread-46|info|handlePacket start Packet[UPDATE_SETTING] #21 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123949.148|INFO|Thread-46|dumpPacket|Packet UPDATE_SETTING (Seq #21 ) handlePacket
170209 123949.148|INFO|Thread-46|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 123949.148|INFO|Thread-46|dumpPacket|    To: SERVER0 @ site 1
170209 123949.148|INFO|Thread-46|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Porter
170209 123949.148|DEBUG|Thread-46|logDebugMessage|Account Event CHANGED TEAM20 @ site 1
170209 123949.164|INFO|Thread-46|info|sendToClient b4 to TEAM20 @ site 1 Packet[UPDATE_SETTING] #41 SERVER0 @ site 1 -> TEAM20 @ site 1
170209 123949.195|WARNING|Thread-46|logWarning|Unable to send packet to TEAM20 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.22.packet
170209 123949.195|INFO|Thread-46|info|sendToClient af to TEAM20 @ site 1 Packet[UPDATE_SETTING] #41 SERVER0 @ site 1 -> TEAM20 @ site 1
170209 123949.257|INFO|Thread-46|info|sendToClient (send) TEAM20 @ site 1 Packet[UPDATE_SETTING] #41 SERVER0 @ site 1 -> TEAM20 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 123949.273|INFO|Thread-46|info|handlePacket end Packet[UPDATE_SETTING] #21 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 123949.273|INFO|Thread-46|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170209 124004.082|INFO|Thread-48|info|receiveObject start got Packet[UPDATE_SETTING] #22 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 124004.082|INFO|Thread-48|info|receiveObject Packet[UPDATE_SETTING] #22 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 124004.082|INFO|Thread-48|dumpPacket|Packet UPDATE_SETTING (Seq #22 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170209 124004.098|INFO|Thread-48|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 124004.114|INFO|Thread-48|dumpPacket|    To: SERVER0 @ site 1
170209 124004.114|INFO|Thread-48|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Conroe
170209 124004.129|INFO|Thread-48|info|handlePacket start Packet[UPDATE_SETTING] #22 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 124004.129|INFO|Thread-48|dumpPacket|Packet UPDATE_SETTING (Seq #22 ) handlePacket
170209 124004.129|INFO|Thread-48|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 10.252.65.255) (Contest Id: Default-3425878675268062453)
170209 124004.145|INFO|Thread-48|dumpPacket|    To: SERVER0 @ site 1
170209 124004.145|INFO|Thread-48|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account Conroe
170209 124004.145|DEBUG|Thread-48|logDebugMessage|Account Event CHANGED TEAM21 @ site 1
170209 124004.145|INFO|Thread-48|info|sendToClient b4 to TEAM21 @ site 1 Packet[UPDATE_SETTING] #43 SERVER0 @ site 1 -> TEAM21 @ site 1
170209 124004.192|WARNING|Thread-48|logWarning|Unable to send packet to TEAM21 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet8316.23.packet
170209 124004.192|INFO|Thread-48|info|sendToClient af to TEAM21 @ site 1 Packet[UPDATE_SETTING] #43 SERVER0 @ site 1 -> TEAM21 @ site 1
170209 124004.254|INFO|Thread-48|info|sendToClient (send) TEAM21 @ site 1 Packet[UPDATE_SETTING] #43 SERVER0 @ site 1 -> TEAM21 @ site 1 Socket[addr=/127.0.0.1,port=60658,localport=50002]--332917617616310735
170209 124004.254|INFO|Thread-48|info|handlePacket end Packet[UPDATE_SETTING] #22 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170209 124004.270|INFO|Thread-48|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
