170205 170347.299|CONFIG|AWT-EventQueue-0|setFileHandlers|Now logging to C:\PacketA_2017_Waller\pc2-9.2.5\bin\profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\logs directory.
170205 171225.179|INFO|Thread-67|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team25
170205 171225.179|INFO|Thread-67|info|handlePacket start Packet[UPDATE_SETTING] #31 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171225.194|INFO|Thread-67|dumpPacket|Packet UPDATE_SETTING (Seq #31 ) handlePacket
170205 171225.194|INFO|Thread-67|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171225.194|INFO|Thread-67|dumpPacket|    To: SERVER0 @ site 1
170205 171225.194|INFO|Thread-67|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team25
170205 171225.194|DEBUG|Thread-67|logDebugMessage|Account Event CHANGED TEAM25 @ site 1
170205 171225.194|INFO|Thread-67|info|sendToClient b4 to TEAM25 @ site 1 Packet[UPDATE_SETTING] #56 SERVER0 @ site 1 -> TEAM25 @ site 1
170205 171225.226|WARNING|Thread-67|logWarning|Unable to send packet to TEAM25 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.28.packet
170205 171225.226|INFO|Thread-67|info|sendToClient af to TEAM25 @ site 1 Packet[UPDATE_SETTING] #56 SERVER0 @ site 1 -> TEAM25 @ site 1
170205 171225.288|INFO|Thread-67|info|sendToClient (send) TEAM25 @ site 1 Packet[UPDATE_SETTING] #56 SERVER0 @ site 1 -> TEAM25 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171225.304|INFO|Thread-67|info|handlePacket end Packet[UPDATE_SETTING] #31 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171225.304|INFO|Thread-67|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171238.624|INFO|Thread-69|info|receiveObject start got Packet[UPDATE_SETTING] #32 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171238.624|INFO|Thread-69|info|receiveObject Packet[UPDATE_SETTING] #32 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171238.624|INFO|Thread-69|dumpPacket|Packet UPDATE_SETTING (Seq #32 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171238.624|INFO|Thread-69|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171238.624|INFO|Thread-69|dumpPacket|    To: SERVER0 @ site 1
170205 171238.624|INFO|Thread-69|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team26
170205 171238.624|INFO|Thread-69|info|handlePacket start Packet[UPDATE_SETTING] #32 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171238.624|INFO|Thread-69|dumpPacket|Packet UPDATE_SETTING (Seq #32 ) handlePacket
170205 171238.624|INFO|Thread-69|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171238.624|INFO|Thread-69|dumpPacket|    To: SERVER0 @ site 1
170205 171238.624|INFO|Thread-69|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team26
170205 171238.624|DEBUG|Thread-69|logDebugMessage|Account Event CHANGED TEAM26 @ site 1
170205 171238.624|INFO|Thread-69|info|sendToClient b4 to TEAM26 @ site 1 Packet[UPDATE_SETTING] #58 SERVER0 @ site 1 -> TEAM26 @ site 1
170205 171238.671|WARNING|Thread-69|logWarning|Unable to send packet to TEAM26 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.29.packet
170205 171238.671|INFO|Thread-69|info|sendToClient af to TEAM26 @ site 1 Packet[UPDATE_SETTING] #58 SERVER0 @ site 1 -> TEAM26 @ site 1
170205 171238.734|INFO|Thread-69|info|sendToClient (send) TEAM26 @ site 1 Packet[UPDATE_SETTING] #58 SERVER0 @ site 1 -> TEAM26 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171238.734|INFO|Thread-69|info|handlePacket end Packet[UPDATE_SETTING] #32 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171238.749|INFO|Thread-69|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171246.624|INFO|Thread-71|info|receiveObject start got Packet[UPDATE_SETTING] #33 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171246.624|INFO|Thread-71|info|receiveObject Packet[UPDATE_SETTING] #33 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171246.624|INFO|Thread-71|dumpPacket|Packet UPDATE_SETTING (Seq #33 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171246.624|INFO|Thread-71|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171246.624|INFO|Thread-71|dumpPacket|    To: SERVER0 @ site 1
170205 171246.624|INFO|Thread-71|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team27
170205 171246.624|INFO|Thread-71|info|handlePacket start Packet[UPDATE_SETTING] #33 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171246.624|INFO|Thread-71|dumpPacket|Packet UPDATE_SETTING (Seq #33 ) handlePacket
170205 171246.624|INFO|Thread-71|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171246.624|INFO|Thread-71|dumpPacket|    To: SERVER0 @ site 1
170205 171246.624|INFO|Thread-71|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team27
170205 171246.624|DEBUG|Thread-71|logDebugMessage|Account Event CHANGED TEAM27 @ site 1
170205 171246.624|INFO|Thread-71|info|sendToClient b4 to TEAM27 @ site 1 Packet[UPDATE_SETTING] #60 SERVER0 @ site 1 -> TEAM27 @ site 1
170205 171246.655|WARNING|Thread-71|logWarning|Unable to send packet to TEAM27 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.30.packet
170205 171246.671|INFO|Thread-71|info|sendToClient af to TEAM27 @ site 1 Packet[UPDATE_SETTING] #60 SERVER0 @ site 1 -> TEAM27 @ site 1
170205 171246.718|INFO|Thread-71|info|sendToClient (send) TEAM27 @ site 1 Packet[UPDATE_SETTING] #60 SERVER0 @ site 1 -> TEAM27 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171246.734|INFO|Thread-71|info|handlePacket end Packet[UPDATE_SETTING] #33 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171246.734|INFO|Thread-71|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171257.103|INFO|Thread-73|info|receiveObject start got Packet[UPDATE_SETTING] #34 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171257.103|INFO|Thread-73|info|receiveObject Packet[UPDATE_SETTING] #34 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171257.103|INFO|Thread-73|dumpPacket|Packet UPDATE_SETTING (Seq #34 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171257.103|INFO|Thread-73|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171257.103|INFO|Thread-73|dumpPacket|    To: SERVER0 @ site 1
170205 171257.103|INFO|Thread-73|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team28
170205 171257.103|INFO|Thread-73|info|handlePacket start Packet[UPDATE_SETTING] #34 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171257.103|INFO|Thread-73|dumpPacket|Packet UPDATE_SETTING (Seq #34 ) handlePacket
170205 171257.103|INFO|Thread-73|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171257.103|INFO|Thread-73|dumpPacket|    To: SERVER0 @ site 1
170205 171257.103|INFO|Thread-73|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team28
170205 171257.103|DEBUG|Thread-73|logDebugMessage|Account Event CHANGED TEAM28 @ site 1
170205 171257.103|INFO|Thread-73|info|sendToClient b4 to TEAM28 @ site 1 Packet[UPDATE_SETTING] #62 SERVER0 @ site 1 -> TEAM28 @ site 1
170205 171257.149|WARNING|Thread-73|logWarning|Unable to send packet to TEAM28 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.31.packet
170205 171257.149|INFO|Thread-73|info|sendToClient af to TEAM28 @ site 1 Packet[UPDATE_SETTING] #62 SERVER0 @ site 1 -> TEAM28 @ site 1
170205 171257.196|INFO|Thread-73|info|sendToClient (send) TEAM28 @ site 1 Packet[UPDATE_SETTING] #62 SERVER0 @ site 1 -> TEAM28 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171257.212|INFO|Thread-73|info|handlePacket end Packet[UPDATE_SETTING] #34 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171257.212|INFO|Thread-73|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171307.359|INFO|Thread-75|info|receiveObject start got Packet[UPDATE_SETTING] #35 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171307.359|INFO|Thread-75|info|receiveObject Packet[UPDATE_SETTING] #35 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171307.359|INFO|Thread-75|dumpPacket|Packet UPDATE_SETTING (Seq #35 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171307.359|INFO|Thread-75|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171307.359|INFO|Thread-75|dumpPacket|    To: SERVER0 @ site 1
170205 171307.359|INFO|Thread-75|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team29
170205 171307.359|INFO|Thread-75|info|handlePacket start Packet[UPDATE_SETTING] #35 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171307.359|INFO|Thread-75|dumpPacket|Packet UPDATE_SETTING (Seq #35 ) handlePacket
170205 171307.359|INFO|Thread-75|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171307.359|INFO|Thread-75|dumpPacket|    To: SERVER0 @ site 1
170205 171307.359|INFO|Thread-75|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team29
170205 171307.359|DEBUG|Thread-75|logDebugMessage|Account Event CHANGED TEAM29 @ site 1
170205 171307.359|INFO|Thread-75|info|sendToClient b4 to TEAM29 @ site 1 Packet[UPDATE_SETTING] #64 SERVER0 @ site 1 -> TEAM29 @ site 1
170205 171307.390|WARNING|Thread-75|logWarning|Unable to send packet to TEAM29 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.32.packet
170205 171307.390|INFO|Thread-75|info|sendToClient af to TEAM29 @ site 1 Packet[UPDATE_SETTING] #64 SERVER0 @ site 1 -> TEAM29 @ site 1
170205 171307.468|INFO|Thread-75|info|sendToClient (send) TEAM29 @ site 1 Packet[UPDATE_SETTING] #64 SERVER0 @ site 1 -> TEAM29 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171307.484|INFO|Thread-75|info|handlePacket end Packet[UPDATE_SETTING] #35 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171307.484|INFO|Thread-75|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171317.502|INFO|Thread-77|info|receiveObject start got Packet[UPDATE_SETTING] #36 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171317.502|INFO|Thread-77|info|receiveObject Packet[UPDATE_SETTING] #36 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171317.502|INFO|Thread-77|dumpPacket|Packet UPDATE_SETTING (Seq #36 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171317.502|INFO|Thread-77|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171317.502|INFO|Thread-77|dumpPacket|    To: SERVER0 @ site 1
170205 171317.502|INFO|Thread-77|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team30
170205 171317.502|INFO|Thread-77|info|handlePacket start Packet[UPDATE_SETTING] #36 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171317.502|INFO|Thread-77|dumpPacket|Packet UPDATE_SETTING (Seq #36 ) handlePacket
170205 171317.517|INFO|Thread-77|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171317.517|INFO|Thread-77|dumpPacket|    To: SERVER0 @ site 1
170205 171317.517|INFO|Thread-77|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team30
170205 171317.517|DEBUG|Thread-77|logDebugMessage|Account Event CHANGED TEAM30 @ site 1
170205 171317.517|INFO|Thread-77|info|sendToClient b4 to TEAM30 @ site 1 Packet[UPDATE_SETTING] #66 SERVER0 @ site 1 -> TEAM30 @ site 1
170205 171317.549|WARNING|Thread-77|logWarning|Unable to send packet to TEAM30 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.33.packet
170205 171317.549|INFO|Thread-77|info|sendToClient af to TEAM30 @ site 1 Packet[UPDATE_SETTING] #66 SERVER0 @ site 1 -> TEAM30 @ site 1
170205 171317.611|INFO|Thread-77|info|sendToClient (send) TEAM30 @ site 1 Packet[UPDATE_SETTING] #66 SERVER0 @ site 1 -> TEAM30 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171317.627|INFO|Thread-77|info|handlePacket end Packet[UPDATE_SETTING] #36 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171317.627|INFO|Thread-77|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171326.398|INFO|Thread-79|info|receiveObject start got Packet[UPDATE_SETTING] #37 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171326.398|INFO|Thread-79|info|receiveObject Packet[UPDATE_SETTING] #37 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171326.398|INFO|Thread-79|dumpPacket|Packet UPDATE_SETTING (Seq #37 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171326.398|INFO|Thread-79|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171326.398|INFO|Thread-79|dumpPacket|    To: SERVER0 @ site 1
170205 171326.398|INFO|Thread-79|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team31
170205 171326.398|INFO|Thread-79|info|handlePacket start Packet[UPDATE_SETTING] #37 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171326.398|INFO|Thread-79|dumpPacket|Packet UPDATE_SETTING (Seq #37 ) handlePacket
170205 171326.398|INFO|Thread-79|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171326.398|INFO|Thread-79|dumpPacket|    To: SERVER0 @ site 1
170205 171326.398|INFO|Thread-79|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team31
170205 171326.398|DEBUG|Thread-79|logDebugMessage|Account Event CHANGED TEAM31 @ site 1
170205 171326.398|INFO|Thread-79|info|sendToClient b4 to TEAM31 @ site 1 Packet[UPDATE_SETTING] #68 SERVER0 @ site 1 -> TEAM31 @ site 1
170205 171326.445|WARNING|Thread-79|logWarning|Unable to send packet to TEAM31 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.34.packet
170205 171326.445|INFO|Thread-79|info|sendToClient af to TEAM31 @ site 1 Packet[UPDATE_SETTING] #68 SERVER0 @ site 1 -> TEAM31 @ site 1
170205 171326.492|INFO|Thread-79|info|sendToClient (send) TEAM31 @ site 1 Packet[UPDATE_SETTING] #68 SERVER0 @ site 1 -> TEAM31 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171326.508|INFO|Thread-79|info|handlePacket end Packet[UPDATE_SETTING] #37 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171326.523|INFO|Thread-79|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171336.682|INFO|Thread-81|info|receiveObject start got Packet[UPDATE_SETTING] #38 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171336.682|INFO|Thread-81|info|receiveObject Packet[UPDATE_SETTING] #38 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171336.682|INFO|Thread-81|dumpPacket|Packet UPDATE_SETTING (Seq #38 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171336.682|INFO|Thread-81|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171336.682|INFO|Thread-81|dumpPacket|    To: SERVER0 @ site 1
170205 171336.682|INFO|Thread-81|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team32
170205 171336.682|INFO|Thread-81|info|handlePacket start Packet[UPDATE_SETTING] #38 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171336.682|INFO|Thread-81|dumpPacket|Packet UPDATE_SETTING (Seq #38 ) handlePacket
170205 171336.682|INFO|Thread-81|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171336.682|INFO|Thread-81|dumpPacket|    To: SERVER0 @ site 1
170205 171336.682|INFO|Thread-81|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team32
170205 171336.682|DEBUG|Thread-81|logDebugMessage|Account Event CHANGED TEAM32 @ site 1
170205 171336.697|INFO|Thread-81|info|sendToClient b4 to TEAM32 @ site 1 Packet[UPDATE_SETTING] #70 SERVER0 @ site 1 -> TEAM32 @ site 1
170205 171336.729|WARNING|Thread-81|logWarning|Unable to send packet to TEAM32 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.35.packet
170205 171336.729|INFO|Thread-81|info|sendToClient af to TEAM32 @ site 1 Packet[UPDATE_SETTING] #70 SERVER0 @ site 1 -> TEAM32 @ site 1
170205 171336.791|INFO|Thread-81|info|sendToClient (send) TEAM32 @ site 1 Packet[UPDATE_SETTING] #70 SERVER0 @ site 1 -> TEAM32 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171336.807|INFO|Thread-81|info|handlePacket end Packet[UPDATE_SETTING] #38 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171336.807|INFO|Thread-81|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171345.993|INFO|Thread-83|info|receiveObject start got Packet[UPDATE_SETTING] #39 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171345.993|INFO|Thread-83|info|receiveObject Packet[UPDATE_SETTING] #39 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171345.993|INFO|Thread-83|dumpPacket|Packet UPDATE_SETTING (Seq #39 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171346.009|INFO|Thread-83|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171346.009|INFO|Thread-83|dumpPacket|    To: SERVER0 @ site 1
170205 171346.009|INFO|Thread-83|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team33
170205 171346.009|INFO|Thread-83|info|handlePacket start Packet[UPDATE_SETTING] #39 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171346.009|INFO|Thread-83|dumpPacket|Packet UPDATE_SETTING (Seq #39 ) handlePacket
170205 171346.009|INFO|Thread-83|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171346.009|INFO|Thread-83|dumpPacket|    To: SERVER0 @ site 1
170205 171346.009|INFO|Thread-83|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team33
170205 171346.009|DEBUG|Thread-83|logDebugMessage|Account Event CHANGED TEAM33 @ site 1
170205 171346.009|INFO|Thread-83|info|sendToClient b4 to TEAM33 @ site 1 Packet[UPDATE_SETTING] #72 SERVER0 @ site 1 -> TEAM33 @ site 1
170205 171346.040|WARNING|Thread-83|logWarning|Unable to send packet to TEAM33 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.36.packet
170205 171346.040|INFO|Thread-83|info|sendToClient af to TEAM33 @ site 1 Packet[UPDATE_SETTING] #72 SERVER0 @ site 1 -> TEAM33 @ site 1
170205 171346.103|INFO|Thread-83|info|sendToClient (send) TEAM33 @ site 1 Packet[UPDATE_SETTING] #72 SERVER0 @ site 1 -> TEAM33 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171346.118|INFO|Thread-83|info|handlePacket end Packet[UPDATE_SETTING] #39 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171346.118|INFO|Thread-83|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171353.182|INFO|Thread-85|info|receiveObject start got Packet[UPDATE_SETTING] #40 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171353.182|INFO|Thread-85|info|receiveObject Packet[UPDATE_SETTING] #40 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171353.182|INFO|Thread-85|dumpPacket|Packet UPDATE_SETTING (Seq #40 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171353.182|INFO|Thread-85|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171353.182|INFO|Thread-85|dumpPacket|    To: SERVER0 @ site 1
170205 171353.182|INFO|Thread-85|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team34
170205 171353.182|INFO|Thread-85|info|handlePacket start Packet[UPDATE_SETTING] #40 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171353.182|INFO|Thread-85|dumpPacket|Packet UPDATE_SETTING (Seq #40 ) handlePacket
170205 171353.182|INFO|Thread-85|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171353.182|INFO|Thread-85|dumpPacket|    To: SERVER0 @ site 1
170205 171353.182|INFO|Thread-85|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team34
170205 171353.182|DEBUG|Thread-85|logDebugMessage|Account Event CHANGED TEAM34 @ site 1
170205 171353.182|INFO|Thread-85|info|sendToClient b4 to TEAM34 @ site 1 Packet[UPDATE_SETTING] #74 SERVER0 @ site 1 -> TEAM34 @ site 1
170205 171353.213|WARNING|Thread-85|logWarning|Unable to send packet to TEAM34 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.37.packet
170205 171353.213|INFO|Thread-85|info|sendToClient af to TEAM34 @ site 1 Packet[UPDATE_SETTING] #74 SERVER0 @ site 1 -> TEAM34 @ site 1
170205 171353.275|INFO|Thread-85|info|sendToClient (send) TEAM34 @ site 1 Packet[UPDATE_SETTING] #74 SERVER0 @ site 1 -> TEAM34 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171353.291|INFO|Thread-85|info|handlePacket end Packet[UPDATE_SETTING] #40 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171353.291|INFO|Thread-85|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
170205 171401.228|INFO|Thread-87|info|receiveObject start got Packet[UPDATE_SETTING] #41 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171401.228|INFO|Thread-87|info|receiveObject Packet[UPDATE_SETTING] #41 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171401.228|INFO|Thread-87|dumpPacket|Packet UPDATE_SETTING (Seq #41 ) Packet Contest/Profile Identifer does not match contest's Default-3425878675268062453
170205 171401.228|INFO|Thread-87|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171401.228|INFO|Thread-87|dumpPacket|    To: SERVER0 @ site 1
170205 171401.228|INFO|Thread-87|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team35
170205 171401.228|INFO|Thread-87|info|handlePacket start Packet[UPDATE_SETTING] #41 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171401.228|INFO|Thread-87|dumpPacket|Packet UPDATE_SETTING (Seq #41 ) handlePacket
170205 171401.228|INFO|Thread-87|dumpPacket|  From: ADMINISTRATOR1 @ site 1 (Mellen @ 192.168.1.13) (Contest Id: Default-3425878675268062453)
170205 171401.228|INFO|Thread-87|dumpPacket|    To: SERVER0 @ site 1
170205 171401.228|INFO|Thread-87|dumpPacket|   key: ACCOUNT is: edu.csus.ecs.pc2.core.model.Account team35
170205 171401.228|DEBUG|Thread-87|logDebugMessage|Account Event CHANGED TEAM35 @ site 1
170205 171401.244|INFO|Thread-87|info|sendToClient b4 to TEAM35 @ site 1 Packet[UPDATE_SETTING] #76 SERVER0 @ site 1 -> TEAM35 @ site 1
170205 171401.275|WARNING|Thread-87|logWarning|Unable to send packet to TEAM35 @ site 1 not logged in.  Packet saved in: profiles\Pc860fdf7-b6ef-4a44-854c-d7e7bb3968ca\packets\packet6627.38.packet
170205 171401.275|INFO|Thread-87|info|sendToClient af to TEAM35 @ site 1 Packet[UPDATE_SETTING] #76 SERVER0 @ site 1 -> TEAM35 @ site 1
170205 171401.337|INFO|Thread-87|info|sendToClient (send) TEAM35 @ site 1 Packet[UPDATE_SETTING] #76 SERVER0 @ site 1 -> TEAM35 @ site 1 Socket[addr=/127.0.0.1,port=51818,localport=50002]-2337819247435421909
170205 171401.353|INFO|Thread-87|info|handlePacket end Packet[UPDATE_SETTING] #41 ADMINISTRATOR1 @ site 1 -> SERVER0 @ site 1
170205 171401.353|INFO|Thread-87|info|receiveObject end   got edu.csus.ecs.pc2.core.packet.Packet
